,rho_safe_imply_plan,rho_safeandnextunsafe_imply_plan
0,7.360944265054472,-0.05703335405740617
1,4.808132887411773,-0.05703335405740617
2,4.729155032537889,-0.05703335405740617
3,4.515450719042807,-0.05703335405740617
4,4.234687802015228,-0.05703335405740617
5,3.984826934359862,-0.05703335405740617
6,3.762586931625281,-0.05703335405740617
7,3.552342948401553,-0.05703335405740617
8,3.347532206174699,-0.05703335405740617
9,3.146316017613583,-0.05703335405740617
10,2.9484684658429314,-0.05703335405740617
11,2.7540227317445414,-0.05703335405740617
12,2.563027933328952,-0.05703335405740617
13,2.375522820373461,-0.05703335405740617
14,2.1915820885327255,-0.05703335405740617
15,2.0112611694789297,-0.05703335405740617
16,1.8346176435731758,-0.05703335405740617
17,1.6617070395751892,-0.05703335405740617
18,1.492549814084776,-0.05703335405740617
19,1.3272060026252221,-0.05703335405740617
20,1.1660707229822531,-0.05703335405740617
21,1.0152333715372475,-0.05703335405740617
22,0.8762835701945262,-0.05703335405740617
23,0.7488518384925946,-0.05703335405740617
24,0.6326463558676423,-0.05703335405740617
25,0.5267967561891425,-0.05703335405740617
26,0.41602344081158904,-0.05703335405740617
27,0.29881803214637426,-0.05703335405740617
28,0.17868510058708242,-0.05703335405740617
29,0.05703335405740617,-0.05703335405740617
30,-0.06555391224888218,0.06555391224888218
31,-0.1888631972112913,0.1888631972112913
32,-0.3127584481903698,0.3127584481903698
33,-0.43723424776446507,0.43723424776446507
34,-0.562190454251847,0.562190454251847
35,-0.6876607254057427,0.6876607254057427
36,-0.8136382938364859,0.8136382938364859
37,-0.9400945116339772,0.9400945116339772
38,-1.0670643678480305,1.0670643678480305
39,-1.1945539961002218,1.1945539961002218
40,-1.3225854436354254,1.3225854436354254
41,-1.4511651068703362,1.4511651068703362
42,-1.5783503210332661,1.5783503210332661
43,-1.6987012187271793,1.6987012187271793
44,-1.8121482162198213,1.8121482162198213
45,-1.9189103834284786,1.9189103834284786
46,-2.0191474529328106,2.0191474529328106
47,-2.116676272900153,2.116676272900153
48,-2.223278413940646,2.223278413940646
49,-2.33615235586291,2.33615235586291
50,-2.4532587466342832,2.4532587466342832
51,-2.573616308918548,2.573616308918548
52,-2.6968345320214464,2.6968345320214464
53,-2.8227647613093874,2.8227647613093874
54,-2.9514008271895653,2.9514008271895653
55,-3.082779743782642,3.082779743782642
56,-3.2169315324032324,3.2169315324032324
57,-3.353924209472769,3.353924209472769
58,-3.493819540830218,3.493819540830218
59,-3.6366865091306044,3.6366865091306044
60,-3.782662610655157,3.782662610655157
61,-3.931702284623297,3.931702284623297
62,-4.083885545681217,4.083885545681217
63,-4.239272242149279,4.239272242149279
64,-4.397918330196585,4.397918330196585
65,-4.5598767169785885,4.5598767169785885
66,-4.725171969048825,4.725171969048825
67,-4.876406376138621,4.876406376138621
68,-5.006549473097146,5.006549473097146
69,-5.143140014177738,5.143140014177738
70,-5.286417105690265,5.286417105690265
71,-5.436415065151267,5.436415065151267
72,-5.560222584753741,5.693575416957963
73,-5.560222584753741,6.204552183932112
74,-5.560222584753741,7.816722570746704
75,-5.560222584753741,8.038846094347313
76,-5.560222584753741,8.184094555628992
77,-5.560222584753741,8.298768073183322
78,-5.560222584753741,8.404248272291156
79,-5.560222584753741,8.50975699735823
80,-5.560222584753741,8.616803783016337
81,-5.560222584753741,8.725293568430073
82,-5.560222584753741,8.834063176066238
83,-5.560222584753741,8.942751522354392
84,-5.560222584753741,9.050036938718927
85,-5.560222584753741,9.156345572789451
86,-5.560222584753741,9.260851990235398
87,-5.560222584753741,9.364119955914418
88,-5.560222584753741,9.466233501718865
89,-5.560222584753741,9.566885699790586
90,-5.560222584753741,9.666303765021407
91,-5.560222584753741,9.764516239202134
92,-5.560222584753741,9.861530392799462
93,-5.560222584753741,9.957332781615692
94,-5.560222584753741,10.0519379506258
95,-5.560222584753741,10.14537632579908
96,-5.560222584753741,10.237613009012465
97,-5.560222584753741,10.32870267736488
98,-5.560222584753741,10.417663753103142
99,-5.560222584753741,10.50957346794719
100,-5.560222584753741,10.602459388413955
101,-5.560222584753741,10.693543624715822
102,-5.560222584753741,10.787901128118158
103,-5.560222584753741,10.885720875720942
104,-5.560222584753741,10.97221899689739
105,-5.560222584753741,11.058754644001368
106,-5.560222584753741,11.146992381480379
107,-5.560222584753741,11.219247041820967
108,-5.560222584753741,11.314673654407086
109,-5.560222584753741,11.407985489228162
110,-5.560222584753741,11.609672346397888
111,-5.560222584753741,12.086143222378404
112,-5.560222584753741,12.541709021083662
113,-5.560222584753741,12.847085480533027
114,-5.560222584753741,13.065814802249077
115,-5.560222584753741,13.253541204195368
116,-5.560222584753741,13.443800035414371
117,-5.560222584753741,13.650744022047247
118,-5.560222584753741,13.877597705094479
119,-5.560222584753741,14.130607509166323
120,-5.560222584753741,14.421665832748047
121,-5.560222584753741,14.764071519851727
122,-5.560222584753741,15.165796584215073
123,-5.560222584753741,15.609427486497086
124,-5.560222584753741,16.190088006828233
125,-5.560222584753741,16.767495602132012
126,-5.560222584753741,17.28519238271081
127,-5.560222584753741,17.868618968407482
128,-5.560222584753741,18.515091468073926
129,-5.560222584753741,19.170869914985094
130,-5.560222584753741,19.88092686654221
131,-5.560222584753741,20.662587621979146
132,-5.560222584753741,21.499188253566455
133,-5.560222584753741,22.427935423463236
134,-5.560222584753741,23.457006058358182
135,-5.560222584753741,24.48498116736491
136,-5.560222584753741,25.602433447392297
137,-5.560222584753741,26.695353314165825
138,-5.560222584753741,27.817038155723193
139,-5.560222584753741,29.066515692006455
140,-5.560222584753741,30.40757786094533
141,-5.133528129553783,31.74168045128237
142,-4.918583963945991,31.96848871143306
143,-4.812121121790946,32.62202351013793
144,-4.756181518278468,33.81372554055859
145,-4.723751290381191,34.97082256345677
146,-4.702460463411089,35.99328196093893
147,-4.686569816361888,36.98018777136879
148,-4.6734604571654845,37.92586905317258
149,-4.661921132829393,38.82360492689442
150,-4.651349811206368,39.66990181576399
151,-4.6415150061236465,40.4627645865306
152,-4.6322037429063,41.202427584151934
153,-4.6232879616700995,41.89118061612855
154,-4.61460508338412,42.53336210631663
155,-4.6060468656986915,43.13520250346821
156,-4.597597012800836,43.70468424621027
157,-4.5892582822532155,44.24998965578759
158,-4.580873626434407,44.779412429172126
159,-4.572540161155268,45.30108925764134
160,-4.564280694050865,45.823488167067346
161,-4.556111936994389,46.35412728268436
162,-4.548031402178035,46.899528401120136
163,-4.540080512385726,47.465362286955774
164,-4.53225760033451,48.055526382726356
165,-4.52455564026177,48.67271231006012
166,-4.517001325955485,49.31838436106578
167,-4.509568384298379,49.99211310410311
168,-4.502285325277205,50.69309247166582
169,-4.495100185951494,51.41905063802565
170,-4.488025408713201,52.16730409167039
171,-4.4810326350981375,52.89693406888131
172,-4.4741644436558135,53.61920486345113
173,-4.4673871866008685,54.3544097797044
174,-4.460704707053398,55.09936612200528
175,-4.454128750991112,55.85133689251261
176,-4.447610184372762,56.85531320864274
177,-4.441224969191126,57.97146479586226
178,-4.434928431224678,58.985453134605876
179,-4.428704585088057,59.94883047664141
180,-4.422568985414956,60.88713038693221
181,-4.41653203656314,61.812623976585115
182,-4.410608341791922,62.731978542163645
183,-4.404734134572017,63.64815015404285
184,-4.398964575657357,64.56314750021053
185,-4.3932712180506135,65.47822286575166
186,-4.387654104997513,66.39408406292686
187,-4.382122810986486,67.31530268230529
188,-4.376658271681979,68.23997832137199
189,-4.3713081810663255,69.16789577121772
190,5.112345895002487,70.09926719287859
191,5.117877189013514,71.0338967732012
192,5.123341728318021,71.97155872995418
193,5.1286918189336745,72.91250576912353
194,inf,inf
